id,nombre,correo,telefono,mascotas
4327,Mrs. Lisa Campbell,tracygarcia@example.com,647896266891021,"[{'id': 2204, 'nombre': 'Katherine', 'especie': 'Gato', 'raza': 'tree', 'edad': 12, 'propietario': 4327}, {'id': 3179, 'nombre': 'Karina', 'especie': 'Conejo', 'raza': 'anything', 'edad': 12, 'propietario': 4327}]"
4328,Stephanie Acevedo,tatedonald@example.org,4978897631,"[{'id': 2350, 'nombre': 'Leslie', 'especie': 'Conejo', 'raza': 'sell', 'edad': 1, 'propietario': 4328}, {'id': 6374, 'nombre': 'Ethan', 'especie': 'Gato', 'raza': 'score', 'edad': 20, 'propietario': 4328}, {'id': 8813, 'nombre': 'Dominique', 'especie': 'Conejo', 'raza': 'chair', 'edad': 5, 'propietario': 4328}]"
4329,Ronnie Murphy,lindsayblair@example.net,88492071283401,"[{'id': 350, 'nombre': 'Michael', 'especie': 'Conejo', 'raza': 'choose', 'edad': 18, 'propietario': 4329}, {'id': 4651, 'nombre': 'William', 'especie': 'Conejo', 'raza': 'skill', 'edad': 8, 'propietario': 4329}, {'id': 5247, 'nombre': 'Sandra', 'especie': 'Conejo', 'raza': 'it', 'edad': 6, 'propietario': 4329}]"
4330,Diamond Ho,whitecarrie@example.org,27639356059571,"[{'id': 202, 'nombre': 'Anthony', 'especie': 'Loro', 'raza': 'success', 'edad': 3, 'propietario': 4330}, {'id': 5035, 'nombre': 'Jon', 'especie': 'Conejo', 'raza': 'clear', 'edad': 19, 'propietario': 4330}, {'id': 10083, 'nombre': 'Patrick', 'especie': 'Loro', 'raza': 'could', 'edad': 9, 'propietario': 4330}]"
4331,Jared Burns,trivera@example.com,001492865084605327,[]
4332,Joseph Morris,xryan@example.org,8304171715,"[{'id': 5623, 'nombre': 'Juan', 'especie': 'Gato', 'raza': 'son', 'edad': 18, 'propietario': 4332}, {'id': 8361, 'nombre': 'Steve', 'especie': 'Perro', 'raza': 'cup', 'edad': 3, 'propietario': 4332}, {'id': 9888, 'nombre': 'Megan', 'especie': 'Iguana', 'raza': 'painting', 'edad': 3, 'propietario': 4332}]"
4333,Melissa Williams,obrienronnie@example.com,759360728452507,[]
4334,Timothy Le,melissa13@example.com,7845067362,"[{'id': 1705, 'nombre': 'Rachael', 'especie': 'Conejo', 'raza': 'well', 'edad': 20, 'propietario': 4334}, {'id': 6617, 'nombre': 'Timothy', 'especie': 'Gato', 'raza': 'large', 'edad': 16, 'propietario': 4334}, {'id': 10899, 'nombre': 'Jesse', 'especie': 'Loro', 'raza': 'phone', 'edad': 7, 'propietario': 4334}]"
4335,Ryan Figueroa,paullisa@example.org,9827795947,[]
4336,Kristine King,nlawson@example.org,7027813223,"[{'id': 563, 'nombre': 'Alyssa', 'especie': 'Loro', 'raza': 'try', 'edad': 11, 'propietario': 4336}, {'id': 4908, 'nombre': 'Nicole', 'especie': 'Iguana', 'raza': 'none', 'edad': 13, 'propietario': 4336}, {'id': 8815, 'nombre': 'James', 'especie': 'Loro', 'raza': 'knowledge', 'edad': 13, 'propietario': 4336}, {'id': 11458, 'nombre': 'Jeffery', 'especie': 'Gato', 'raza': 'arrive', 'edad': 18, 'propietario': 4336}, {'id': 11647, 'nombre': 'Amy', 'especie': 'Gato', 'raza': 'want', 'edad': 9, 'propietario': 4336}]"
4337,Robin Rivera,juliebuckley@example.com,8957579077,"[{'id': 2676, 'nombre': 'Audrey', 'especie': 'Loro', 'raza': 'property', 'edad': 5, 'propietario': 4337}, {'id': 11073, 'nombre': 'Bruce', 'especie': 'Gato', 'raza': 'perhaps', 'edad': 6, 'propietario': 4337}, {'id': 11693, 'nombre': 'Alexander', 'especie': 'Perro', 'raza': 'feeling', 'edad': 20, 'propietario': 4337}]"
4338,Alexandria Ritter,hunter48@example.com,744241041405642,"[{'id': 584, 'nombre': 'Craig', 'especie': 'Conejo', 'raza': 'personal', 'edad': 17, 'propietario': 4338}, {'id': 2802, 'nombre': 'Eric', 'especie': 'Iguana', 'raza': 'TV', 'edad': 5, 'propietario': 4338}, {'id': 4375, 'nombre': 'Brenda', 'especie': 'Iguana', 'raza': 'those', 'edad': 20, 'propietario': 4338}, {'id': 6883, 'nombre': 'Teresa', 'especie': 'Gato', 'raza': 'subject', 'edad': 8, 'propietario': 4338}, {'id': 9637, 'nombre': 'Susan', 'especie': 'Loro', 'raza': 'enjoy', 'edad': 9, 'propietario': 4338}, {'id': 11623, 'nombre': 'Christopher', 'especie': 'Gato', 'raza': 'around', 'edad': 3, 'propietario': 4338}]"
4339,Daniel Young,schultzthomas@example.com,0018479409904,[]
4340,Don Zhang,lbrewer@example.org,772342877965932,"[{'id': 10309, 'nombre': 'Melanie', 'especie': 'Loro', 'raza': 'year', 'edad': 20, 'propietario': 4340}]"
4341,Melissa Aguirre,ejackson@example.com,0016735990773164,"[{'id': 5750, 'nombre': 'Anna', 'especie': 'Iguana', 'raza': 'from', 'edad': 17, 'propietario': 4341}, {'id': 9164, 'nombre': 'Joshua', 'especie': 'Gato', 'raza': 'safe', 'edad': 5, 'propietario': 4341}]"
4342,Melissa Sims,amandaharris@example.com,3813728702299,"[{'id': 3776, 'nombre': 'Brian', 'especie': 'Gato', 'raza': 'keep', 'edad': 20, 'propietario': 4342}, {'id': 4770, 'nombre': 'Mitchell', 'especie': 'Perro', 'raza': 'tough', 'edad': 10, 'propietario': 4342}]"
4343,Makayla Olson,ktrujillo@example.net,8898756367,"[{'id': 6911, 'nombre': 'Scott', 'especie': 'Perro', 'raza': 'cell', 'edad': 4, 'propietario': 4343}, {'id': 10462, 'nombre': 'Yvonne', 'especie': 'Gato', 'raza': 'apply', 'edad': 17, 'propietario': 4343}, {'id': 11522, 'nombre': 'Zachary', 'especie': 'Conejo', 'raza': 'somebody', 'edad': 11, 'propietario': 4343}, {'id': 11946, 'nombre': 'Robert', 'especie': 'Iguana', 'raza': 'kid', 'edad': 9, 'propietario': 4343}]"
4344,Mary Hoover,hernandezkenneth@example.com,48533243122582,[]
4345,Joshua Ross,kingkelly@example.net,139896811084787,"[{'id': 7359, 'nombre': 'Jessica', 'especie': 'Gato', 'raza': 'heavy', 'edad': 7, 'propietario': 4345}, {'id': 8990, 'nombre': 'Samantha', 'especie': 'Iguana', 'raza': 'do', 'edad': 14, 'propietario': 4345}, {'id': 9101, 'nombre': 'Amanda', 'especie': 'Conejo', 'raza': 'their', 'edad': 1, 'propietario': 4345}]"
4346,Sabrina Wilson,ydixon@example.net,8706593455,"[{'id': 5081, 'nombre': 'Logan', 'especie': 'Perro', 'raza': 'will', 'edad': 4, 'propietario': 4346}, {'id': 9335, 'nombre': 'Michael', 'especie': 'Loro', 'raza': 'understand', 'edad': 14, 'propietario': 4346}]"
4347,Robert May DVM,nturner@example.org,6197703669584,"[{'id': 699, 'nombre': 'Alexander', 'especie': 'Perro', 'raza': 'college', 'edad': 14, 'propietario': 4347}, {'id': 2798, 'nombre': 'Wesley', 'especie': 'Loro', 'raza': 'sometimes', 'edad': 5, 'propietario': 4347}]"
4348,Eric Rice,frank11@example.com,9232947100862,"[{'id': 5729, 'nombre': 'Karen', 'especie': 'Perro', 'raza': 'community', 'edad': 3, 'propietario': 4348}, {'id': 8266, 'nombre': 'Kirsten', 'especie': 'Loro', 'raza': 'gun', 'edad': 2, 'propietario': 4348}, {'id': 9856, 'nombre': 'Maria', 'especie': 'Gato', 'raza': 'fact', 'edad': 15, 'propietario': 4348}]"
4349,Joshua Wilson,dcolon@example.com,9545075517,"[{'id': 33, 'nombre': 'John', 'especie': 'Gato', 'raza': 'former', 'edad': 11, 'propietario': 4349}, {'id': 406, 'nombre': 'Marie', 'especie': 'Perro', 'raza': 'worker', 'edad': 17, 'propietario': 4349}, {'id': 11217, 'nombre': 'Jill', 'especie': 'Perro', 'raza': 'development', 'edad': 14, 'propietario': 4349}]"
4350,Crystal Odonnell,sheilaaguilar@example.org,37276022036134,"[{'id': 875, 'nombre': 'Kristen', 'especie': 'Loro', 'raza': 'line', 'edad': 2, 'propietario': 4350}, {'id': 2100, 'nombre': 'Lauren', 'especie': 'Conejo', 'raza': 'ever', 'edad': 11, 'propietario': 4350}, {'id': 2274, 'nombre': 'Michael', 'especie': 'Iguana', 'raza': 'we', 'edad': 7, 'propietario': 4350}, {'id': 10089, 'nombre': 'Thomas', 'especie': 'Iguana', 'raza': 'expect', 'edad': 11, 'propietario': 4350}]"
4351,Zachary Clark,juliale@example.org,7346419678693,"[{'id': 2253, 'nombre': 'David', 'especie': 'Gato', 'raza': 'fine', 'edad': 8, 'propietario': 4351}, {'id': 2697, 'nombre': 'Ashley', 'especie': 'Iguana', 'raza': 'somebody', 'edad': 1, 'propietario': 4351}, {'id': 3331, 'nombre': 'Michael', 'especie': 'Loro', 'raza': 'really', 'edad': 14, 'propietario': 4351}, {'id': 8101, 'nombre': 'Michael', 'especie': 'Conejo', 'raza': 'against', 'edad': 9, 'propietario': 4351}, {'id': 8770, 'nombre': 'John', 'especie': 'Gato', 'raza': 'set', 'edad': 10, 'propietario': 4351}]"
4352,Jason Jackson,robert95@example.org,738245120721123,"[{'id': 4670, 'nombre': 'Melissa', 'especie': 'Conejo', 'raza': 'green', 'edad': 4, 'propietario': 4352}, {'id': 6129, 'nombre': 'Connor', 'especie': 'Iguana', 'raza': 'off', 'edad': 6, 'propietario': 4352}, {'id': 8335, 'nombre': 'Andrew', 'especie': 'Iguana', 'raza': 'analysis', 'edad': 5, 'propietario': 4352}, {'id': 9175, 'nombre': 'Jeremy', 'especie': 'Loro', 'raza': 'design', 'edad': 1, 'propietario': 4352}, {'id': 11927, 'nombre': 'Eric', 'especie': 'Gato', 'raza': 'total', 'edad': 2, 'propietario': 4352}]"
4353,Deborah Parsons,amygardner@example.org,43281496065973,"[{'id': 78, 'nombre': 'Mary', 'especie': 'Perro', 'raza': 'home', 'edad': 12, 'propietario': 4353}, {'id': 3339, 'nombre': 'Christy', 'especie': 'Perro', 'raza': 'break', 'edad': 8, 'propietario': 4353}, {'id': 3380, 'nombre': 'Robin', 'especie': 'Loro', 'raza': 'oil', 'edad': 19, 'propietario': 4353}, {'id': 7650, 'nombre': 'Diane', 'especie': 'Perro', 'raza': 'get', 'edad': 10, 'propietario': 4353}, {'id': 8099, 'nombre': 'Angela', 'especie': 'Gato', 'raza': 'herself', 'edad': 19, 'propietario': 4353}, {'id': 8465, 'nombre': 'Eric', 'especie': 'Gato', 'raza': 'win', 'edad': 8, 'propietario': 4353}]"
4354,Chloe Barber,rhonda42@example.org,65951636899317,"[{'id': 3824, 'nombre': 'Amanda', 'especie': 'Perro', 'raza': 'baby', 'edad': 9, 'propietario': 4354}, {'id': 5457, 'nombre': 'Shelby', 'especie': 'Loro', 'raza': 'despite', 'edad': 15, 'propietario': 4354}, {'id': 5676, 'nombre': 'Victor', 'especie': 'Perro', 'raza': 'option', 'edad': 19, 'propietario': 4354}, {'id': 5962, 'nombre': 'Michael', 'especie': 'Iguana', 'raza': 'fish', 'edad': 1, 'propietario': 4354}]"
4355,Dr. Kevin Becker MD,jilllutz@example.com,3945199484,"[{'id': 1419, 'nombre': 'Jeffrey', 'especie': 'Conejo', 'raza': 'year', 'edad': 20, 'propietario': 4355}, {'id': 3509, 'nombre': 'Richard', 'especie': 'Gato', 'raza': 'piece', 'edad': 15, 'propietario': 4355}]"
4356,Brian Benjamin,tmichael@example.net,1450975376050267,"[{'id': 5285, 'nombre': 'Christopher', 'especie': 'Conejo', 'raza': 'we', 'edad': 6, 'propietario': 4356}, {'id': 7962, 'nombre': 'Kayla', 'especie': 'Perro', 'raza': 'possible', 'edad': 16, 'propietario': 4356}]"
4357,Christian Tucker,nicole13@example.net,3806933923651,"[{'id': 6462, 'nombre': 'Joann', 'especie': 'Gato', 'raza': 'billion', 'edad': 9, 'propietario': 4357}, {'id': 10280, 'nombre': 'Ashley', 'especie': 'Conejo', 'raza': 'none', 'edad': 18, 'propietario': 4357}]"
4358,Dustin Williams,uferguson@example.org,3605396144,"[{'id': 7218, 'nombre': 'Lauren', 'especie': 'Perro', 'raza': 'million', 'edad': 4, 'propietario': 4358}]"
4359,Samantha Johnson,ashleyevans@example.com,2598526224,"[{'id': 977, 'nombre': 'Morgan', 'especie': 'Perro', 'raza': 'a', 'edad': 19, 'propietario': 4359}, {'id': 2491, 'nombre': 'Alicia', 'especie': 'Perro', 'raza': 'body', 'edad': 7, 'propietario': 4359}, {'id': 4557, 'nombre': 'Chad', 'especie': 'Gato', 'raza': 'risk', 'edad': 3, 'propietario': 4359}]"
4360,David Calhoun,holly82@example.net,913804712787426,"[{'id': 3064, 'nombre': 'Sean', 'especie': 'Loro', 'raza': 'people', 'edad': 4, 'propietario': 4360}, {'id': 5651, 'nombre': 'Christopher', 'especie': 'Iguana', 'raza': 'low', 'edad': 8, 'propietario': 4360}, {'id': 6339, 'nombre': 'Cristina', 'especie': 'Gato', 'raza': 'career', 'edad': 19, 'propietario': 4360}]"
4361,Kelly Kelly,eatonronald@example.org,7433453666,"[{'id': 1935, 'nombre': 'Tammie', 'especie': 'Perro', 'raza': 'good', 'edad': 12, 'propietario': 4361}, {'id': 4149, 'nombre': 'Michelle', 'especie': 'Iguana', 'raza': 'property', 'edad': 13, 'propietario': 4361}]"
4362,April Garcia,julia08@example.com,3467363101,"[{'id': 4548, 'nombre': 'Katie', 'especie': 'Loro', 'raza': 'thing', 'edad': 13, 'propietario': 4362}]"
4363,Teresa Murphy,mccallchad@example.org,3812429097919,"[{'id': 6084, 'nombre': 'Mark', 'especie': 'Conejo', 'raza': 'base', 'edad': 2, 'propietario': 4363}, {'id': 8375, 'nombre': 'Christine', 'especie': 'Perro', 'raza': 'remember', 'edad': 20, 'propietario': 4363}, {'id': 11068, 'nombre': 'Mary', 'especie': 'Iguana', 'raza': 'actually', 'edad': 17, 'propietario': 4363}]"
4364,Justin Le,fcharles@example.com,00122270697770926,"[{'id': 4032, 'nombre': 'David', 'especie': 'Conejo', 'raza': 'memory', 'edad': 7, 'propietario': 4364}]"
4365,Jerry Galloway,heatherrose@example.org,13904965064556,"[{'id': 2863, 'nombre': 'Dustin', 'especie': 'Perro', 'raza': 'view', 'edad': 8, 'propietario': 4365}]"
4366,Tonya Campbell,thomas87@example.com,8577102876,"[{'id': 6862, 'nombre': 'Walter', 'especie': 'Conejo', 'raza': 'much', 'edad': 20, 'propietario': 4366}, {'id': 7224, 'nombre': 'Jessica', 'especie': 'Gato', 'raza': 'article', 'edad': 3, 'propietario': 4366}, {'id': 8978, 'nombre': 'Marcia', 'especie': 'Perro', 'raza': 'government', 'edad': 10, 'propietario': 4366}, {'id': 9545, 'nombre': 'Justin', 'especie': 'Gato', 'raza': 'affect', 'edad': 13, 'propietario': 4366}]"
4367,Mr. Jose Hutchinson,boliver@example.com,19555313203,"[{'id': 1832, 'nombre': 'Jeremy', 'especie': 'Perro', 'raza': 'near', 'edad': 16, 'propietario': 4367}, {'id': 2402, 'nombre': 'Penny', 'especie': 'Iguana', 'raza': 'member', 'edad': 8, 'propietario': 4367}, {'id': 5575, 'nombre': 'David', 'especie': 'Iguana', 'raza': 'maintain', 'edad': 5, 'propietario': 4367}, {'id': 8663, 'nombre': 'Gregory', 'especie': 'Iguana', 'raza': 'throw', 'edad': 19, 'propietario': 4367}, {'id': 9189, 'nombre': 'Christina', 'especie': 'Perro', 'raza': 'food', 'edad': 19, 'propietario': 4367}, {'id': 9429, 'nombre': 'Brooke', 'especie': 'Loro', 'raza': 'listen', 'edad': 3, 'propietario': 4367}, {'id': 10010, 'nombre': 'Kimberly', 'especie': 'Conejo', 'raza': 'heavy', 'edad': 13, 'propietario': 4367}]"
4368,Amy Munoz,scott43@example.org,48059686547310,"[{'id': 3369, 'nombre': 'Melanie', 'especie': 'Conejo', 'raza': 'bank', 'edad': 18, 'propietario': 4368}, {'id': 6684, 'nombre': 'Dylan', 'especie': 'Loro', 'raza': 'term', 'edad': 20, 'propietario': 4368}, {'id': 7114, 'nombre': 'Alison', 'especie': 'Gato', 'raza': 'sit', 'edad': 18, 'propietario': 4368}, {'id': 10956, 'nombre': 'Cory', 'especie': 'Conejo', 'raza': 'best', 'edad': 17, 'propietario': 4368}]"
4369,Marvin Diaz,susanleblanc@example.org,3106108291,"[{'id': 8540, 'nombre': 'Jeffrey', 'especie': 'Gato', 'raza': 'manager', 'edad': 5, 'propietario': 4369}]"
4370,Robert Hawkins,omar14@example.com,7759519757039,"[{'id': 2667, 'nombre': 'Christopher', 'especie': 'Loro', 'raza': 'because', 'edad': 12, 'propietario': 4370}]"
4371,Jerry Willis,francisricky@example.org,858364350604583,"[{'id': 5548, 'nombre': 'Jon', 'especie': 'Conejo', 'raza': 'court', 'edad': 7, 'propietario': 4371}, {'id': 11251, 'nombre': 'Jacob', 'especie': 'Perro', 'raza': 'sure', 'edad': 4, 'propietario': 4371}]"
4372,Megan Cummings,kmorris@example.net,4034897054,"[{'id': 426, 'nombre': 'Cindy', 'especie': 'Perro', 'raza': 'war', 'edad': 12, 'propietario': 4372}, {'id': 3821, 'nombre': 'Kelly', 'especie': 'Loro', 'raza': 'opportunity', 'edad': 14, 'propietario': 4372}, {'id': 7195, 'nombre': 'Andrew', 'especie': 'Perro', 'raza': 'court', 'edad': 6, 'propietario': 4372}]"
4373,Lisa Cox,rpalmer@example.com,6546895679579,"[{'id': 774, 'nombre': 'Kevin', 'especie': 'Loro', 'raza': 'member', 'edad': 13, 'propietario': 4373}, {'id': 953, 'nombre': 'William', 'especie': 'Iguana', 'raza': 'camera', 'edad': 16, 'propietario': 4373}, {'id': 4183, 'nombre': 'Patricia', 'especie': 'Perro', 'raza': 'specific', 'edad': 17, 'propietario': 4373}, {'id': 4486, 'nombre': 'Nicholas', 'especie': 'Conejo', 'raza': 'help', 'edad': 6, 'propietario': 4373}, {'id': 7704, 'nombre': 'Dennis', 'especie': 'Loro', 'raza': 'become', 'edad': 11, 'propietario': 4373}]"
4374,Debbie Walton MD,stevensrenee@example.net,001310443399429248,[]
4375,Wendy Gonzalez,sullivanamy@example.net,8512122831,"[{'id': 3748, 'nombre': 'Samantha', 'especie': 'Perro', 'raza': 'store', 'edad': 13, 'propietario': 4375}, {'id': 6466, 'nombre': 'Andrew', 'especie': 'Loro', 'raza': 'any', 'edad': 8, 'propietario': 4375}]"
4376,William Evans,brandon88@example.net,4069609945,"[{'id': 1748, 'nombre': 'Ashley', 'especie': 'Conejo', 'raza': 'also', 'edad': 18, 'propietario': 4376}, {'id': 3525, 'nombre': 'Bryce', 'especie': 'Iguana', 'raza': 'easy', 'edad': 7, 'propietario': 4376}, {'id': 8940, 'nombre': 'Anthony', 'especie': 'Perro', 'raza': 'executive', 'edad': 16, 'propietario': 4376}]"
4377,Dylan Gray,derekrichardson@example.net,89193728035061,"[{'id': 2408, 'nombre': 'Kayla', 'especie': 'Loro', 'raza': 'decade', 'edad': 10, 'propietario': 4377}, {'id': 5697, 'nombre': 'Jessica', 'especie': 'Perro', 'raza': 'size', 'edad': 12, 'propietario': 4377}, {'id': 8764, 'nombre': 'Dennis', 'especie': 'Perro', 'raza': 'interesting', 'edad': 14, 'propietario': 4377}]"
4378,Nancy Serrano,harttravis@example.org,77785056168604,"[{'id': 2105, 'nombre': 'Nathan', 'especie': 'Iguana', 'raza': 'turn', 'edad': 4, 'propietario': 4378}, {'id': 7720, 'nombre': 'Henry', 'especie': 'Iguana', 'raza': 'their', 'edad': 2, 'propietario': 4378}]"
4379,Dustin Serrano,uguerra@example.com,4892382538,[]
4380,Patricia Prince,tsheppard@example.org,3426786676,"[{'id': 1278, 'nombre': 'Joshua', 'especie': 'Iguana', 'raza': 'analysis', 'edad': 2, 'propietario': 4380}, {'id': 2090, 'nombre': 'Blake', 'especie': 'Gato', 'raza': 'management', 'edad': 2, 'propietario': 4380}, {'id': 3035, 'nombre': 'Joshua', 'especie': 'Conejo', 'raza': 'determine', 'edad': 5, 'propietario': 4380}, {'id': 5921, 'nombre': 'Sara', 'especie': 'Iguana', 'raza': 'serious', 'edad': 10, 'propietario': 4380}, {'id': 8725, 'nombre': 'Kristine', 'especie': 'Iguana', 'raza': 'cell', 'edad': 15, 'propietario': 4380}]"
4381,Edwin Blake,craiglindsey@example.net,98175454825268,"[{'id': 2410, 'nombre': 'Becky', 'especie': 'Perro', 'raza': 'direction', 'edad': 8, 'propietario': 4381}, {'id': 11857, 'nombre': 'Erin', 'especie': 'Loro', 'raza': 'suggest', 'edad': 18, 'propietario': 4381}]"
4382,Allen Gonzalez,ellisbrandon@example.org,6168709137,"[{'id': 914, 'nombre': 'Emily', 'especie': 'Conejo', 'raza': 'two', 'edad': 8, 'propietario': 4382}, {'id': 2962, 'nombre': 'Robert', 'especie': 'Iguana', 'raza': 'per', 'edad': 4, 'propietario': 4382}, {'id': 9584, 'nombre': 'Melissa', 'especie': 'Perro', 'raza': 'face', 'edad': 19, 'propietario': 4382}]"
4383,Tyler Williams,davidanderson@example.net,166247616790689,"[{'id': 9509, 'nombre': 'Bradley', 'especie': 'Loro', 'raza': 'third', 'edad': 3, 'propietario': 4383}]"
4384,Tiffany Ball,barnespaul@example.net,0016604323731,"[{'id': 2254, 'nombre': 'Teresa', 'especie': 'Gato', 'raza': 'staff', 'edad': 2, 'propietario': 4384}, {'id': 4458, 'nombre': 'Eric', 'especie': 'Loro', 'raza': 'film', 'edad': 5, 'propietario': 4384}, {'id': 4997, 'nombre': 'Lindsey', 'especie': 'Conejo', 'raza': 'Mr', 'edad': 2, 'propietario': 4384}, {'id': 8864, 'nombre': 'Jesse', 'especie': 'Perro', 'raza': 'social', 'edad': 18, 'propietario': 4384}]"
4385,Rebekah Baker,haley20@example.com,7332390738,"[{'id': 1785, 'nombre': 'Karen', 'especie': 'Gato', 'raza': 'official', 'edad': 18, 'propietario': 4385}, {'id': 5768, 'nombre': 'Danielle', 'especie': 'Iguana', 'raza': 'art', 'edad': 12, 'propietario': 4385}, {'id': 8977, 'nombre': 'Charles', 'especie': 'Iguana', 'raza': 'less', 'edad': 9, 'propietario': 4385}, {'id': 9054, 'nombre': 'Michael', 'especie': 'Loro', 'raza': 'great', 'edad': 17, 'propietario': 4385}]"
4386,Robin Skinner,bairdrebecca@example.com,147659506569773,"[{'id': 3971, 'nombre': 'Jose', 'especie': 'Iguana', 'raza': 'hair', 'edad': 15, 'propietario': 4386}, {'id': 5702, 'nombre': 'Michelle', 'especie': 'Conejo', 'raza': 'find', 'edad': 14, 'propietario': 4386}, {'id': 9340, 'nombre': 'Cynthia', 'especie': 'Loro', 'raza': 'whom', 'edad': 19, 'propietario': 4386}]"
4387,Sandra Richardson,loriwhite@example.org,2402610805313,"[{'id': 9745, 'nombre': 'Dylan', 'especie': 'Iguana', 'raza': 'leave', 'edad': 9, 'propietario': 4387}]"
4388,Haley Washington,bryantaylor@example.org,756710261980488,"[{'id': 8315, 'nombre': 'Cynthia', 'especie': 'Perro', 'raza': 'character', 'edad': 4, 'propietario': 4388}]"
4389,Edward Charles,michael55@example.com,6025295312973,"[{'id': 28, 'nombre': 'Kathryn', 'especie': 'Loro', 'raza': 'idea', 'edad': 4, 'propietario': 4389}, {'id': 9057, 'nombre': 'Benjamin', 'especie': 'Conejo', 'raza': 'hope', 'edad': 2, 'propietario': 4389}]"
4390,Gary Reed,jfrazier@example.org,75957978856215,"[{'id': 3945, 'nombre': 'Daniel', 'especie': 'Gato', 'raza': 'sit', 'edad': 11, 'propietario': 4390}, {'id': 5249, 'nombre': 'Deborah', 'especie': 'Loro', 'raza': 'argue', 'edad': 6, 'propietario': 4390}, {'id': 6962, 'nombre': 'Maria', 'especie': 'Iguana', 'raza': 'impact', 'edad': 8, 'propietario': 4390}, {'id': 9000, 'nombre': 'Marc', 'especie': 'Perro', 'raza': 'specific', 'edad': 15, 'propietario': 4390}]"
4391,John Dixon,perezcindy@example.net,396234609699391,"[{'id': 2456, 'nombre': 'Melissa', 'especie': 'Iguana', 'raza': 'network', 'edad': 10, 'propietario': 4391}, {'id': 4191, 'nombre': 'Ashley', 'especie': 'Loro', 'raza': 'sort', 'edad': 18, 'propietario': 4391}, {'id': 12161, 'nombre': 'Anthony', 'especie': 'Perro', 'raza': 'but', 'edad': 16, 'propietario': 4391}]"
4392,Erika Conner,jeff60@example.net,76068226701893,"[{'id': 746, 'nombre': 'Patricia', 'especie': 'Conejo', 'raza': 'development', 'edad': 19, 'propietario': 4392}, {'id': 9566, 'nombre': 'Sharon', 'especie': 'Gato', 'raza': 'send', 'edad': 19, 'propietario': 4392}]"
4393,Amber Miller,caitlyngarcia@example.com,001572416986924866,[]
4394,Chelsea Jackson,daniel07@example.org,5916824450,"[{'id': 609, 'nombre': 'William', 'especie': 'Iguana', 'raza': 'away', 'edad': 3, 'propietario': 4394}, {'id': 649, 'nombre': 'Donald', 'especie': 'Loro', 'raza': 'mouth', 'edad': 19, 'propietario': 4394}, {'id': 7752, 'nombre': 'Patricia', 'especie': 'Conejo', 'raza': 'style', 'edad': 4, 'propietario': 4394}]"
4395,Denise Becker,kwhite@example.net,83951236082749,"[{'id': 2234, 'nombre': 'Gene', 'especie': 'Conejo', 'raza': 'PM', 'edad': 11, 'propietario': 4395}, {'id': 4425, 'nombre': 'Paul', 'especie': 'Gato', 'raza': 'part', 'edad': 15, 'propietario': 4395}, {'id': 10101, 'nombre': 'Jason', 'especie': 'Iguana', 'raza': 'throughout', 'edad': 10, 'propietario': 4395}]"
4396,Thomas Smith,cookteresa@example.net,8335276420,"[{'id': 2607, 'nombre': 'William', 'especie': 'Conejo', 'raza': 'might', 'edad': 16, 'propietario': 4396}, {'id': 11410, 'nombre': 'Brandi', 'especie': 'Loro', 'raza': 'fire', 'edad': 7, 'propietario': 4396}]"
4397,Stephanie Kelly,timothyrogers@example.net,001561453679289488,"[{'id': 6242, 'nombre': 'John', 'especie': 'Loro', 'raza': 'practice', 'edad': 15, 'propietario': 4397}, {'id': 7253, 'nombre': 'Amber', 'especie': 'Gato', 'raza': 'ago', 'edad': 13, 'propietario': 4397}, {'id': 10549, 'nombre': 'Jennifer', 'especie': 'Gato', 'raza': 'beat', 'edad': 19, 'propietario': 4397}]"
4398,Brittany Campbell,tyler69@example.net,00199885950847592,"[{'id': 2075, 'nombre': 'Jason', 'especie': 'Loro', 'raza': 'carry', 'edad': 15, 'propietario': 4398}, {'id': 3569, 'nombre': 'Rachel', 'especie': 'Gato', 'raza': 'live', 'edad': 2, 'propietario': 4398}]"
4399,David Rodriguez,jstevens@example.org,57075637161215,"[{'id': 1238, 'nombre': 'Travis', 'especie': 'Iguana', 'raza': 'time', 'edad': 13, 'propietario': 4399}, {'id': 4012, 'nombre': 'Jason', 'especie': 'Iguana', 'raza': 'exist', 'edad': 20, 'propietario': 4399}, {'id': 10127, 'nombre': 'Yolanda', 'especie': 'Iguana', 'raza': 'three', 'edad': 16, 'propietario': 4399}, {'id': 10416, 'nombre': 'Christina', 'especie': 'Loro', 'raza': 'quality', 'edad': 15, 'propietario': 4399}, {'id': 11332, 'nombre': 'Daniel', 'especie': 'Conejo', 'raza': 'item', 'edad': 8, 'propietario': 4399}]"
4400,Shawn Edwards,jonathanriggs@example.net,00165485753367047,"[{'id': 8070, 'nombre': 'Kristina', 'especie': 'Iguana', 'raza': 'about', 'edad': 8, 'propietario': 4400}]"
4401,Heather Anderson,lindsay13@example.org,0015666620770,"[{'id': 2900, 'nombre': 'Laurie', 'especie': 'Perro', 'raza': 'knowledge', 'edad': 2, 'propietario': 4401}, {'id': 11447, 'nombre': 'Jacob', 'especie': 'Loro', 'raza': 'grow', 'edad': 11, 'propietario': 4401}, {'id': 12154, 'nombre': 'Jake', 'especie': 'Perro', 'raza': 'control', 'edad': 16, 'propietario': 4401}]"
